user_id,target_item_id,query_item,similarity_to_target,rank,history_length,most_similar_history_item
1,5,4,0.7813354730606079,269,4,4
2,10,9,0.7499382495880127,3297,2,9
3,20,19,0.8023006916046143,588,7,19
4,28,27,0.633931040763855,8811,5,27
5,36,35,0.7014080286026001,2424,5,35
6,45,44,0.8248351812362671,59,6,44
7,57,56,0.8853613138198853,7,8,56
8,3,60,0.6135954856872559,10676,2,60
9,76,70,0.7573012709617615,5823,8,70
10,81,79,0.7861586809158325,1301,2,79
11,84,83,0.8716708421707153,215,2,83
12,141,138,0.6876607537269592,7741,8,138
13,148,147,0.7567330598831177,3402,4,147
14,153,152,0.7424863576889038,1533,2,152
15,86,157,0.749548077583313,2580,2,157
16,181,180,0.8550009727478027,124,8,180
17,186,185,0.7873669266700745,867,2,185
18,191,190,0.9042720198631287,32,2,190
19,196,194,0.7146558165550232,4782,2,194
20,200,38,0.8063720464706421,215,2,38
21,206,204,0.8066245317459106,269,3,204
22,149,210,0.7638988494873047,3054,2,210
23,224,219,0.6480455994606018,7441,8,219
24,236,235,0.657194197177887,3798,8,235
25,241,240,0.7666417360305786,2609,2,240
26,248,247,0.6904827952384949,8520,4,247
27,253,252,0.6382297873497009,10918,2,252
28,259,258,0.6892412900924683,9144,3,258
29,9,264,0.8079407215118408,910,3,264
30,272,271,0.8602278232574463,205,5,271
31,280,276,0.9069801568984985,55,5,276
32,285,284,0.7767662405967712,615,3,284
33,295,288,0.7314885854721069,1543,7,288
34,300,298,0.7731969356536865,1196,2,298
35,305,304,0.730420708656311,5917,2,304
36,313,310,0.6538127660751343,4653,5,310
37,319,318,0.7644776105880737,2186,3,318
38,336,335,0.8587273359298706,166,8,335
39,351,350,0.6721618175506592,9728,8,350
40,359,357,0.7854049801826477,502,5,357
41,368,366,0.9502766728401184,2,6,366
42,374,373,0.7951816320419312,1738,3,373
43,379,378,0.815788984298706,453,2,378
44,384,383,0.9107193946838379,55,2,383
45,44,388,0.597525954246521,6752,2,388
46,392,391,0.8940415978431702,7,2,391
47,398,397,0.7318577766418457,2849,3,397
48,405,404,0.845102846622467,8,4,404
49,410,408,0.734299898147583,2658,2,408
50,416,415,0.8046267032623291,101,5,415
51,424,423,0.7252664566040039,5887,5,423
52,432,431,0.7804938554763794,2545,6,431
53,442,441,0.7760705947875977,2632,7,441
54,447,446,0.7377270460128784,5004,2,446
55,452,451,0.6915615797042847,7863,2,451
56,463,462,0.7754598259925842,2286,8,462
57,468,467,0.7607901692390442,55,2,467
58,478,477,0.7124330997467041,6451,7,477
59,485,484,0.8080264329910278,63,5,484
60,490,489,0.7477758526802063,5819,2,489
61,494,3,0.6361420154571533,6593,2,3
62,533,532,0.6133179068565369,11207,8,532
63,540,539,0.89398193359375,8,4,539
64,546,545,0.9625328779220581,1,3,545
65,551,550,0.6929312348365784,6201,2,550
66,558,557,0.7149175405502319,5946,4,557
67,196,564,0.6256710290908813,9923,4,564
68,571,570,0.8431891202926636,532,4,570
69,575,574,0.7547560930252075,3948,2,574
70,580,579,0.851940393447876,8,2,579
71,586,585,0.7292900085449219,3231,3,585
72,591,590,0.7703390717506409,346,2,590
73,595,16,0.7708466649055481,604,2,16
74,601,600,0.6712232828140259,4983,3,600
75,606,605,0.8423618078231812,73,3,605
76,611,610,0.675067663192749,9436,3,610
77,617,614,0.7192258834838867,7282,3,614
78,624,620,0.8243625164031982,786,5,620
79,630,629,0.679139256477356,6719,3,629
